0	"present"	local:AM-LOC	"paper"
0	"present"	vn.role:Agent	"we"
0	"semantic web"	rdfs:member	"semantic web services"
0	"semantic"	rdfs:member	"semantic web"
0	"web services"	rdfs:subClassOf	"services"
0	"p2p networks"	rdfs:subClassOf	"networks"
0	"unstructured"	rdfs:member	"unstructured p2p"
0	"unstructured p2p"	rdfs:subClassOf	"p2p"
0	"semantic web services"	rdfs:subClassOf	"services"
0	"probabilistic"	rdfs:member	"probabilistic search"
0	"semantic web"	rdfs:subClassOf	"web"
0	"unstructured p2p networks"	rdfs:subClassOf	"networks"
0	"unstructured p2p"	rdfs:member	"unstructured p2p networks"
0	"p2p"	rdfs:member	"p2p networks"
0	"web"	rdfs:member	"web services"
0	"probabilistic search"	rdfs:subClassOf	"search"
0	"unstructured p2p networks"	rdfs:subClassOf	"p2p networks"
0	"semantic web services"	rdfs:subClassOf	"web services"
0	"adaptive probabilistic search"	rdfs:subClassOf	"probabilistic search"
0	"approach to adaptive probabilistic search"	local:to_adaptiveprobabilisticsearch	"approach"
0	"approach to adaptive probabilistic search"	local:approach_to	"adaptive probabilistic search"
0	"adaptive probabilistic search for semantic web services"	local:for_semanticwebservices	"adaptive probabilistic search"
0	"adaptive probabilistic search for semantic web services"	local:adaptiveprobabilisticsearch_for	"semantic web services"
0	"adaptive probabilistic search for semantic web services in unstructured p2p networks"	local:in_unstructuredp2pnetworks	"adaptive probabilistic search for semantic web services"
0	"adaptive probabilistic search for semantic web services in unstructured p2p networks"	local:adaptiveprobabilisticsearchforsemanticwebservices_in	"unstructured p2p networks"
0	"present"	vn.role:Theme	"approach to adaptive probabilistic search"
1	"called"	vn.role:Agent	"approach"
1	"rs2d"	rdfs:member	"rs2d v1"
1	"rs2d v1"	rdfs:subClassOf	"v1"
1	"called"	vn.role:Theme	"rs2d v1"
2	"service agent"	rdfs:subClassOf	"agent"
2	"service"	rdfs:member	"service agent"
2	"learns"	vn.role:Agent	"service agent"
2	"learns"	local:AM-MNR	"dynamically"
2	"service agent neighbor"	rdfs:member	"service agent neighbor peers"
2	"agent"	rdfs:member	"agent neighbor"
2	"service"	rdfs:member	"service requests"
2	"forwards service"	rdfs:subClassOf	"service"
2	"agent neighbor"	rdfs:subClassOf	"neighbor"
2	"mixed bayesian risk"	rdfs:subClassOf	"risk"
2	"service"	rdfs:member	"service agent"
2	"forwards"	rdfs:member	"forwards service"
2	"bayesian"	rdfs:member	"bayesian risk"
2	"minimal mixed bayesian risk"	rdfs:subClassOf	"risk"
2	"neighbor"	rdfs:member	"neighbor peers"
2	"mixed bayesian"	rdfs:member	"mixed bayesian risk"
2	"agent neighbor peers"	rdfs:subClassOf	"peers"
2	"minimal mixed"	rdfs:member	"minimal mixed bayesian"
2	"forwards service"	rdfs:member	"forwards service requests"
2	"commmunication cost"	rdfs:subClassOf	"cost"
2	"commmunication"	rdfs:member	"commmunication cost"
2	"forwards service requests"	rdfs:subClassOf	"requests"
2	"service agent neighbor peers"	rdfs:subClassOf	"peers"
2	"minimal mixed"	rdfs:subClassOf	"mixed"
2	"service agent neighbor"	rdfs:subClassOf	"neighbor"
2	"mixed bayesian"	rdfs:subClassOf	"bayesian"
2	"query-answer behavior"	rdfs:subClassOf	"behavior"
2	"bayesian risk"	rdfs:subClassOf	"risk"
2	"minimal mixed bayesian"	rdfs:subClassOf	"bayesian"
2	"service agent"	rdfs:member	"service agent neighbor"
2	"query-answer"	rdfs:member	"query-answer behavior"
2	"minimal mixed bayesian"	rdfs:member	"minimal mixed bayesian risk"
2	"service requests"	rdfs:subClassOf	"requests"
2	"agent neighbor"	rdfs:member	"agent neighbor peers"
2	"neighbor peers"	rdfs:subClassOf	"peers"
